id_gi,Cita,Publicaciones
11-1,Cita 30,"Espinoza, L., Baeza, E., Catalán, K., Osorio, M., Carrasco, H., Cuellar, M., Villena, J. (2010). Synthesis and antitumoral activity of diterpenylhydroquinones derivatives from natural ent-labdanes Molecules 15: 6502-6511. "
11-1,Cita 31,"Thomet, F.A., Piñol, P., Villena, J., Espinoza, L., Reveco, P.G. (2010). Cytotoxic thiocarbamate derivatives of boldine. Nat Prod Commun 5: 1587-1590. "
11-1,Cita 32,"Munoz, P., Aspé, M., Contreras, L., Palacios, A. (2010). Role of DNA methylation during recognition memory in hippocampus and perirhinal cortex in rats. Biol Res 43: 251-258. "
11-1,Cita 33,"Lutz, M., Segura, V., Cruz, A., López, A. (2009). Excreción urinaria de isoflavonas en adultos mayores de 60 años que consumen un alimento funcional. Revista Chilena Nutricional 36: 1098-1104. "
11-1,Cita 34,"Lutz, M., Zuleta, A. (2009). Relación entre la alimentación y la salud del consumidor. En: Lutz, M. y León, A.E (eds.). Aspectos nutricionales y saludables de los productos de panificación. Sello Universidad de Valparaíso, pp. 17-26. "
11-1,Cita 35,"Lutz, M. (2009). Alimentos funcionales en la prevención de enfermedades crónicas no transmisibles. En: Lutz, M. y León, A.E. (eds.). Aspectos nutricionales y saludables de los productos de panificación. Sello Universidad de Valparaíso, pp. 39-51. "
11-1,Cita 36,"Lutz, M., Greco, C., Trigo, M.J. (2009). Aspectos legales en relación con los alimentos funcionales: definiciones y normativa. En: Lutz, M. y León, A.E. (Eds.) Aspectos nutricionales y saludables de los productos de panificación. Sello Universidad de Valparaíso, pp. 190-203. "
11-1,Cita 37,"Lutz, M., Correa, N., González, K., Smith, A.L. (2009). Comercialización de suplementos alimentarios en farmacias de Valparaíso. Revista Farmacología Chile 2: 23-28. "
11-1,Cita 38,"Noguer, O., Villena, J., Lorita, J., Vilaró, S., Reina, M. (2009). Syndecan-2 downregulation impairs angiogenesis in human microvascular endothelial cells. Exp Cell Res 315: 795-808. "
11-1,Cita 39,"Espinoza, L., Catalán, K., Madrid, A., Carrasco, H., Villena, J., Cuellar, M. (2009). Synthesis of two new hemisynthetic diterpenylhydroquinones from natural Ent-Labdanes. Molecules 14: 2181-2194. "
11-1,Cita 40,"Tapia, R.A., Cantuarias, L., Cuéllar, M., Villena, J. (2009). Microwave-assisted reaction of 2,3-Dichloronaphthoquinone with aminopyridines. J Braz Chem Soc 20: 999-1002. "
11-1,Cita 41,"Carneiro, F.S., Lashon, C., Sturgis, Giachini, F.R.C, Carneiro, Z.N., Lima, V.V., Wynne, B.M., San Martin, S., Brands, M.W., Tostes, R.C., Webb, R.C. (2009). TNF-α Knockout mice have increased corpora cavernosa relaxation. J Sexual Med 6: 115-125. "
11-1,Cita 42,"Salgado, R.F., Favaro, R.R., San Martin, S., Zorn, T.M. (2009). The Estrous Cycle Modulates small leucine-rich proteoglycans expression in mouse uterine tissues. Anat Rec 292: 138-153. "
11-1,Cita 43,"Savonenko, A., Munoz, P., Melnikova, T., Wang, Q., Liang, X., Breyer, R.M., Montine, T.J., Kirkwood, A., Andreasson, K. (2009). Impaired cognition, sensorimotor gating, and hippocampal long-term depression in mice lacking the prostaglandin E2 EP2 receptor. Exp Neurol 217: 63–73. "
11-1,Cita 44,"San Martin, S., Poehlmann, T., Codina-Canet, C., Markert, U.R. (2008).
Immunohistochemical analysis of trophoblastic cells invading through matrigel. Placenta 29: 982-984. "
11-1,Cita 45,"Morales, M., Ramírez, M.A., Cano, M.J., Párraga, M., Castilla, J., Pérez-Ordoyo, L.I., Torres, J.M., Bárcena, J. (2009). Genome comparison of a non-pathogenic myxoma virus field strain with its ancestor the virulent Lausanne strain. J Virol 83: 2397-2403. "
11-1,Cita 46,"Lutz M, Morales D, Sepúlveda S, Alviña M. (2008). Evaluación sensorial de preparaciones elaboradas con nuevos alimentos funcionales destinados al adulto mayor. Rev Chil Nutr 35: 131-137. "
11-1,Cita 47,"Boric, K., Muñoz, P., Gallagher, M., Kirkwood, A. (2008). Potential adaptative function for altered long- term potentiation mechanism in aging hippocampus. J Neurosci 28: 8034-8039. "
11-2,Cita 1,"Vinet, R., Cortés, M., Álvarez, R., Guzmán, L., Flores, E. (2012). Centauriumcachanlahuen (Mol.) Robinson a chilean native plant with a vasodilatory effect. Boletín Latinoamericano y del Caribe de Plantas Medicinales (BLACPMA) 11 (1): 61 – 65"
11-2,Cita 2,"Trefault, N., Guzmán, L., Pérez, H., Godoy, M., González, B. (2009). Involvement of several transcriptionalregulators in the differential expression of tfd genes in Cupriavidusnecator JMP134. Int Microbiol.12 (2):97-106."
11-2,Cita 3,"Cortes, M., Vinet, R. (2012). Monoclonal gammopathy of undetermined significance. Roman Hajek (Book Editor). InTech (En prensa)."
11-2,Cita 4,"Vinet, R., Knox, M., Mascher, D., Paredes-Carbajal, C., Martínez, J.L. (2012). Isolated aorta model and its contribution to Phytopharmacology. Bol Latinoam Caribe Plant Med Aromat 11: 35-45."
11-2,Cita 5,"Vinet, R., Cortés, M.P., Luxoro, M., Delpiano, M.A. (2009). Nicotine-evoked cytosolic Ca2+ increase and cell depolarization in capillary endothelial cells of bovine adrenal medulla. Biological Research 42: 111-119."
12-1,Cita 1,Enzymatic Hydrolysis of Fish Protein by-products: Kinetic Analysis. [Sin más información]
12-1,Cita 2,Technology Transfer and SMEs. [Sin más información]
12-1,Cita 3,Estimating Reaction Rates in Squid Protein Hydrolysis using Artificial Neural Networks. [Sin más información]
12-1,Cita 4,Rethinking Food Waste Management and Utilization. [Sin más información]
12-1,Cita 5,A Comparative Study of Stout Beer Batch Fermentation using Free and Microencapsulated Yeasts. [Sin más información]
12-1,Cita 6,Uncertainty of Microbial Shelf-life Estimations for Refrigerated foods Due to the Experimental Variability of the Model Parameters. [Sin más información]
12-1,Cita 7,A Comparative Study of Stout-Beer Batch-Fermentation: Free and Microencapsulated Yeasts. [Sin más información]
12-1,Cita 8,Modelling of Squid Protein Hydrolysate: Artifitial Neural Network Approach. [Sin más información]
12-1,Cita 9,"Development of an Ingredient Containing Apple Peel, as a Source of Polyphenols and Dietary Fibre. [Sin más información]"
12-1,Cita 10,"Determination of Antioxidant capacity, Total phenolic content and Mineral Composition of differtent fruits tissue of five Apple cultivars grown in Chile. [Sin más información]"
12-1,Cita 11,Modelling of protein hydrolysis kinetic: algorithms and software. [Sin más información]
12-1,Cita 12,Improvement of functional proporties of salmon processing protein-rich by-product through hydrolysis and maillard reaction. [Sin más información]
12-1,Cita 13,Chemometyric study of the anthocyanin pathway in carmenere grape. [Sin más información]
12-1,Cita 14,"Human cell line, caco-2, encapsulated in alginate and grown in an agitated bioreactor: a study of feasibility. [Sin más información]"
12-1,Cita 15,Enzimatichidrolysate from squid processing waste as an organic fertilizer. [Sin más información]
12-1,Cita 16,Improvement of functional proporties of salmon processing protein-rich by-product through hydrolysis and maillard reaction. [Sin más información]
12-1,Cita 17,Modelling of protein hydrolysis kinetic: algorithms and software. [Sin más información]
12-1,Cita 18,Carbon foot print and alternative food packaging. [Sin más información]
12-1,Cita 19,Optimal design and operating conditions of multiple effect evaporators: Tomato paste. [Sin más información]
12-1,Cita 20,Variable retort temperature optimization using adaptive random search techniques. [Sin más información]
12-1,Cita 21,Development of Frozen Suchi: Optimization and Shelf Life Simulation. [Sin más información]
12-1,Cita 22,Technology Transfer and small and medium-sized enterprises (SMEs). [Sin más información]
12-1,Cita 23,Impact of overall and particle surface heat transfer coefficients on thermal process optimization in rotary retorts. [Sin más información]
12-1,Cita 24,Variable Retort Temperature Optimization using Adaptive Random Search Techniques. [Sin más información]
12-1,Cita 25,Random search adaptation based on logistic curve: thermal processing optimization. [Sin más información]
12-1,Cita 26,Mass transfer of CO2 in MAP systems: Advances for non-respiring foods. [Sin más información]
12-1,Cita 27,Thermal processing optimization through a modified adaptive random search. [Sin más información]
12-1,Cita 28,Optimal Scheduling of Canned Food Plants including Simultaneous Sterilization. [Sin más información]
12-1,Cita 29,Multiobjective Optimization Approach: Thermal Food Processing. [Sin más información]
12-1,Cita 30,To Heat or Not To Heat. [Sin más información]
12-1,Cita 31,A study of different multi effect evaporators designed for thermal processing of tomato paste: optimization and quality evaluation. [Sin más información]
12-1,Cita 32,Chemometyric Study of the Anthocyanin Pathway in Carmenere Grape. [Sin más información]
12-1,Cita 33,Influence of ohmic heating and vacuum impregnation on the osmotic dehydration kinetics and microstructure of pears. [Sin más información]
12-1,Cita 34,Effect of ohmic eating and vacuum impregnation on quality and microbial stability of osmotically dehydrated strawberries. [Sin más información]
12-1,Cita 35,Time-temperature indicator to monitor cold chain distribution of fresh salmon (salmosalar). [Sin más información]
12-1,Cita 36,"Effect of pulsed-vacuum and ohmic heating on the osmodehydration kinetics, physical properties and microstructure of apples (cv. granny smith). [Sin más información]"
12-1,Cita 37,Effect of ohmic heating and vacuum impregnation on the quality and microbial stability of osmotically dehydrated strawberries (cv. Camarosa). [Sin más información]
12-1,Cita 38,Is There a Need for the Come-Up Time Correction Factor in Ball’s Formula Method? A CriticalAnalysis. [Sin más información]
12-1,Cita 39,Application of MPCA and MPLS on industrial batch bioprocesses. [Sin más información]
12-1,Cita 40,Multivariate Statistics and Pattern Recognition to detect abnormal fermentations in wine process. [Sin más información]
12-1,Cita 41,Predictive power of LDA to discriminate abnormal wine fermentations. [Sin más información]
12-1,Cita 42,Prediction of problematic wine fermentations using Artificial Neural Networks. [Sin más información]
12-1,Cita 43,Detection of Abnormal Fermentations in wine process by multivariate statistics and pattern recognition techniques. [Sin más información]
12-1,Cita 44,Early recognition of problematic wine fermentations through multivariate data analyses. [Sin más información]
12-1,Cita 45,Effect of disolved oxygen and temperatura on macromolecular composition and PHB storage of activated sludge. [Sin más información]
12-1,Cita 46,Batch reactor performance for enzymatic synthesis of cephalexin: Influence of catalyst enzyme loading and particle size. [Sin más información]
12-1,Cita 47,Temperature effect on heterogeneous enzyme catalyzed reaction:Thièle modulus and effectiveness factor analysis. [Sin más información]
12-1,Cita 48,Effect of internal diffusional restrictions on the hydrolysis of penicillin G: reactor performance and specific productivity of 6-APA with immobilized penicillin acylase. [Sin más información]
12-1,Cita 49,"Study of contact angle, wetabilitty and wáter vapor permeability in carboxymethylcelullose (CMC) based film with murta leaves extract. [Sin más información]"
12-1,Cita 50,Effect of microstructure of pre-treated apple slices on the kinetics of water loss during air drying. [Sin más información]
13-1,Cita 1,"Fundación Chile, Elige Vivir Sano, GFK y Fundación de la Familia. (2012). Chile Saludable, Oportunidades y Desafíos de Innovación."
13-1,Cita 2,Fundación Chile (2009). Identificación de Oportunidades de Desarrollo Biotecnológico en La Industria Alimentaria. Estudio MINAGRI.
14-1,Cita 1,Acta Seminario “Avances y Desafíos para la Agroindustria Hortícola Chile de Exportación” (en prensa). [Sin más Información]
14-1,Cita 2,Boletín “Hortalizas para procesamiento” (en prensa) [Sin más Información]
15-1,Cita 1,"Cabrera, C., and Montenegro, G. (2012). Control de patógenos mediante el uso de un extracto natural de polen apícola chileno de origen botánico conocido. Ciencia e Investigación Agraria."
15-1,Cita 2,"Urzua, N., Moreno, R. and Montenegro, G. (2012). A Phenolic Extract from an Endemic Native Chilean Plant Induces Apoptosis in the A2780 Ovarian Cancer Cell Line. Biological Research (enviado)."
15-1,Cita 3,"Montenegro, G. y Mejias, E. (2012). Determinacion de pigmentos, compuestos fenolicos y capacidad antioxidantes del polen de las especies vegetales en estudio. En P.Estay (ed.): Abejas Apis mellifera (Hymenoptera:Apidae):  Polinizacion segun especie objetivo. Boletin INIA 235: 121-130. "
15-1,Cita 4,"Mejías, E. and Montenegro, G. (2012).  The antioxidant activity of Chilean honey and bee pollen produced in the Llaima Volcano’s zones.  Journal of Food Quality."
15-1,Cita 5,"Montenegro, G. and Rodríguez, S.  (2012). Chilean Medicinal Plants. en: Medicinal Plant       Conservation. Newsletter of the Medicinal Plant Specilaist Group of the IUCN Species Survival Commission 15: 15 -24"
15-1,Cita 6,"Vio, S., Apablaza, G., Gómez, M., Peña, R. y Montenegro, G. (2011). Antifungal activity of three Chilean plant extracts on Botrytis cinerea. Boletin Soc.Bot.Mex (in press)."
15-1,Cita 7,"Fredes, C., Montenegro, G., Zoffoli, J.P., Gómez, M. and Robert, P. (2011). Fruit development and phenolic maturation of maqui (Aristotelia chilensis (Mol.) Stunz) in Central Chile. Enviado a Food Chemistry"
15-1,Cita 8,"Herrera, C., Fritz, O., Montenegro, G., Alvear, M., del Sol, M., Salazar, L.A. (2010).      Propolis Decrease Diet-Induced Hepatic Steatosis in Mice. International Journal of Morphology 28(1):75-84 (ISI). "
15-1,Cita 9,"Saavedra, N., Barrientos, L., Herrera, C.L., Alvear, M., Montenegro, G., Salazar, L.A. (2010). Effect of Chilean propolis on cariogenic bacteria Lactobacillus fermentum Ciencia e Investigación Agraria Ciencia e Investigación Agraria 38(1):117-126 . (ISI)"
15-1,Cita 10,"Araya, J., Montenegro, G., Mitscher, L., Timmermann, B. (2010). Application of Phase-Trafficking Methods to Natural Products Research. Journal of Natural Products, 73 (9): 1568–1572 (ISI)."
15-1,Cita 11,"Herrera, C.I., Alvear, M., Barrientos, L., .Montenegro, G. y .Salazar, L. (2010). The antifungal effect of six comercial extracts of Chilean Propolis on Candida spp. Revista Ciencia e Investigacion Agraria 37(1):75-84. (ISI)."
15-1,Cita 12,"Gómez, M., Valcic, S., Timmermann, B., Peña, R.C. and Montenegro, G. (2010). Content of flavonoids and phenolic acids of the leaves of Cryptocarya alba from post-fire resprouts compared with normal growth. Z Naturforsch. (ISI)."
15-1,Cita 13,"Montenegro, G., Ortega, X. y Rodriguez, S. (2009). Producción de Mieles en Chile. Manejo de Apiarios. Diferenciación Botánica y Propiedades Biológicas. LOM Ediciones. Santiago Chile."
15-1,Cita 14,"Cortés, M.E., Vigil, P. and Montenegro, G. (2011). The medicinal value of honey: a review on its benefits to human health, with a special focus on its effects on glycemic regulation. Cien. Inv. Agr. 38(2):303-317."
15-1,Cita 15,"Peña, R. and Montenegro, G. (2012).Comparison of Propolis and Honey using standardized Methods. en Farooqui, T. y Farooqui, A. (eds.). Beneficial Effects of Propolis on Human Health and Chronic Diseases. Chapter 13: Volume 1. Series Botanical Research and Practices. Nova Science Publishers. 3rd Quarter."
15-1,Cita 16,"Montenegro, G., Salas, F., Peña, R.C., Pizarro, R. (2009).Antibacterial and antifungic activity of the unifloral honeys of Quillaja saponaria, an endemic an species. Phyton-International Journal of Experimental Botany. 78:141-146(ISI). "
15-1,Cita 17,"Montenegro, G., Gómez, M., Peña, R., Casaubon, G., Belancic, A. (2009). Analysis of volatile compounds in three unifloral native Chilean honeys. Phyton. 78: 61-65. (ISI). "
15-1,Cita 18,"Montenegro, G., Portaluppi, M., Salas, F. y Diaz, M. (2009). Biological properties of the chilean native moss Sphagnum magellanicum. Biol Res. 42:233-237. (ISI)."
